-5.054944368219537187e-01,0.000000000000000000e+00,-4.673519352545882910e-01,1.837983849420740667e-02
-4.630560493627438046e-01,0.000000000000000000e+00,6.350944132195190939e-01,7.185639422581402772e-03
-4.678022678705878734e-01,0.000000000000000000e+00,-6.519010566810183871e-01,6.310598394610627757e-03
-7.744341033076669323e-01,0.000000000000000000e+00,8.091335484380783871e-01,1.528512858144782070e-02
-4.969331463750590316e-01,0.000000000000000000e+00,-1.405522903186924299e-01,1.948010590361911459e-02
-4.618748209521884029e-01,0.000000000000000000e+00,4.227166246997295929e-01,5.120613101353699292e-04
-7.774131779580621959e-01,0.000000000000000000e+00,-4.838029394183795961e-01,7.751073796593796819e-03
-6.251741300571931337e-01,0.000000000000000000e+00,-7.675601111506311636e-01,-8.649220584330645500e-05
-5.707156183524721982e-01,0.000000000000000000e+00,-5.901457450232465707e-01,-3.949519649185471298e-04
-4.774409263386124036e-01,0.000000000000000000e+00,1.863443431291813557e-01,-2.434845787336571525e-03
-5.788851470753076933e-01,0.000000000000000000e+00,-8.218953228301797420e-01,4.698897451766541333e-03
-6.413240903699852780e-01,0.000000000000000000e+00,6.306379053704735949e-01,-1.467202904088135001e-03
-4.864117701699302021e-01,0.000000000000000000e+00,8.141950534660078453e-01,-9.641473879346600107e-03
-6.362396400371224114e-01,0.000000000000000000e+00,-1.971462955372338399e-01,1.369693603219827339e-02
-6.423404177467879617e-01,0.000000000000000000e+00,6.089677251829048732e-01,-6.179519044436242517e-03
-4.128753045547669531e-01,0.000000000000000000e+00,9.285557581828296492e-02,7.414172877974979300e-03
-7.959446048050251576e-01,0.000000000000000000e+00,-1.245609842495127850e-01,1.615438785685091583e-02
-7.850840293054592856e-01,0.000000000000000000e+00,4.543596875770621324e-01,1.345260545326448613e-02
-4.775956277916364456e-01,0.000000000000000000e+00,-4.500370821342072336e-01,8.631300054337905439e-03
-5.656152500118147852e-01,0.000000000000000000e+00,5.154992249569620988e-01,8.057337165082922512e-03
-4.214640598605085553e-01,0.000000000000000000e+00,-9.702198713733216628e-01,9.345002650800420321e-03
-7.047548254099320619e-01,0.000000000000000000e+00,1.574186470061889054e-02,-2.007795684506071335e-03
-7.616136320890114497e-01,0.000000000000000000e+00,4.712877606879530834e-01,1.984550204488504110e-03
-6.202415584879961141e-01,0.000000000000000000e+00,-1.254390540241545615e-02,-3.362007462616757592e-04
-4.815784326856222819e-01,0.000000000000000000e+00,-2.145319875312836633e-01,1.892440827521765095e-04
-4.273659465658425916e-01,0.000000000000000000e+00,-7.941482918958002735e-01,9.424395084374247514e-03
-5.341880591420979929e-01,0.000000000000000000e+00,3.931785880005758127e-01,1.338716363064859464e-02
-5.490383950159414272e-01,0.000000000000000000e+00,8.654289705069957428e-01,1.448738583334504941e-02
-4.154753835837114995e-01,0.000000000000000000e+00,2.162140009685438180e-01,1.928439131434407650e-02
-5.559672759293698974e-01,0.000000000000000000e+00,6.919186822739959997e-01,4.464825772539376611e-03
-4.476658985589171413e-01,0.000000000000000000e+00,-9.108470524986109762e-01,-5.485953297982827659e-03
-5.992636156163645422e-01,0.000000000000000000e+00,-6.346154633306031467e-01,-9.113241252832566738e-03
-4.008838039955797683e-01,0.000000000000000000e+00,1.825984126312785172e-02,1.411106469314808189e-02
-5.753846641363830061e-01,0.000000000000000000e+00,7.231988859680276160e-01,1.636198333354597217e-02
-7.296867444228214428e-01,0.000000000000000000e+00,4.209064243493083612e-01,1.534154487536827996e-03
-7.102391980600313293e-01,0.000000000000000000e+00,6.850671524997737905e-01,3.050859742010870665e-03
-4.563106262804364488e-01,0.000000000000000000e+00,1.185977547182901493e-01,-8.972978144124770655e-03
-5.831015240708530278e-01,0.000000000000000000e+00,4.125325758756179795e-01,-5.933637299545597814e-03
-4.263130312216065199e-01,0.000000000000000000e+00,-6.913662736669554665e-01,-4.092994037385519132e-03
-7.073522088896750937e-01,0.000000000000000000e+00,8.865048670837578637e-01,1.181762609242193417e-02
-7.391985693097556931e-01,0.000000000000000000e+00,-9.390367075412098252e-02,-8.992132820182567599e-03
-7.893641462391578489e-01,0.000000000000000000e+00,8.693143536211644928e-03,7.158453479966195646e-03
